0    [main] INFO  org.eclipse.jetty.server.Server  – jetty-8.1.10.v20130312
60   [main] INFO  org.eclipse.jetty.deploy.providers.ScanningAppProvider  – Deployment monitor /var/www/blacklight/search_app/jetty/contexts at interval 0
75   [main] INFO  org.eclipse.jetty.deploy.DeploymentManager  – Deployable added: /var/www/blacklight/search_app/jetty/contexts/solr.xml
2899 [main] INFO  org.eclipse.jetty.webapp.StandardDescriptorProcessor  – NO JSP Support for /solr, did not find org.apache.jasper.servlet.JspServlet
1175479 [qtp802758144-18] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=38 
1200225 [qtp802758144-11] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=51 
1203923 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_format_normalized_ms.facet.offset=0&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=21&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_format_normalized_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=0} hits=5049 status=0 QTime=41 
1308567 [qtp802758144-14] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=75 
1438288 [qtp802758144-11] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=46 
1506265 [qtp802758144-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}The+Robert+E.+Brooker+III+Collection+of+American+Legal+and+Land+Use+Documents,+1716-1930&f.mods_subject_ms.facet.limit=8} hits=1987 status=0 QTime=129 
1509528 [qtp802758144-18] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:210056&qt=document&wt=ruby} hits=1 status=0 QTime=4 
1509590 [qtp802758144-14] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}The+Robert+E.+Brooker+III+Collection+of+American+Legal+and+Land+Use+Documents,+1716-1930&f.mods_subject_ms.facet.limit=8} hits=1987 status=0 QTime=16 
1568908 [qtp802758144-18] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=47 
1934725 [qtp802758144-17] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:210056&qt=document&wt=ruby} hits=1 status=0 QTime=37 
1934862 [qtp802758144-16] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}The+Robert+E.+Brooker+III+Collection+of+American+Legal+and+Land+Use+Documents,+1716-1930&f.mods_subject_ms.facet.limit=8} hits=1987 status=0 QTime=19 
1937115 [qtp802758144-15] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:210056&qt=document&wt=ruby} hits=1 status=0 QTime=4 
1937161 [qtp802758144-12] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}The+Robert+E.+Brooker+III+Collection+of+American+Legal+and+Land+Use+Documents,+1716-1930&f.mods_subject_ms.facet.limit=8} hits=1987 status=0 QTime=6 
1982633 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:210056&qt=document&wt=ruby} hits=1 status=0 QTime=3 
1982676 [qtp802758144-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}The+Robert+E.+Brooker+III+Collection+of+American+Legal+and+Land+Use+Documents,+1716-1930&f.mods_subject_ms.facet.limit=8} hits=1987 status=0 QTime=5 
1988511 [qtp802758144-18] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=131 
2064919 [qtp802758144-11] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:210056&qt=document&wt=ruby} hits=1 status=0 QTime=18 
2064987 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}The+Robert+E.+Brooker+III+Collection+of+American+Legal+and+Land+Use+Documents,+1716-1930&f.mods_subject_ms.facet.limit=8} hits=1987 status=0 QTime=15 
2147851 [qtp802758144-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:210056&qt=document&wt=ruby} hits=1 status=0 QTime=6 
2147920 [qtp802758144-18] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}The+Robert+E.+Brooker+III+Collection+of+American+Legal+and+Land+Use+Documents,+1716-1930&f.mods_subject_ms.facet.limit=8} hits=1987 status=0 QTime=7 
2430855 [qtp802758144-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:210056&qt=document&wt=ruby} hits=1 status=0 QTime=20 
2431076 [qtp802758144-18] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}The+Robert+E.+Brooker+III+Collection+of+American+Legal+and+Land+Use+Documents,+1716-1930&f.mods_subject_ms.facet.limit=8} hits=1987 status=0 QTime=28 
2516755 [qtp802758144-14] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=273 
2522180 [qtp802758144-17] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Boston+College+students+and+campus+life+photographs&f.mods_subject_ms.facet.limit=8} hits=202 status=0 QTime=56 
2527505 [qtp802758144-16] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=86 
2534236 [qtp802758144-15] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Bobbie+Hanvey+Photographic+Archives.+Series+13,++RUC/PSNI.+&f.mods_subject_ms.facet.limit=8} hits=127 status=0 QTime=65 
2540358 [qtp802758144-11] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:286347&qt=document&wt=ruby} hits=1 status=0 QTime=5 
2540408 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Bobbie+Hanvey+Photographic+Archives.+Series+13,++RUC/PSNI.+&f.mods_subject_ms.facet.limit=8} hits=127 status=0 QTime=11 
3281060 [qtp802758144-14] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:286347&qt=document&wt=ruby} hits=1 status=0 QTime=29 
3281216 [qtp802758144-17] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Bobbie+Hanvey+Photographic+Archives.+Series+13,++RUC/PSNI.+&f.mods_subject_ms.facet.limit=8} hits=127 status=0 QTime=17 
3333199 [qtp802758144-14] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:286347&qt=document&wt=ruby} hits=1 status=0 QTime=2 
3333262 [qtp802758144-17] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Bobbie+Hanvey+Photographic+Archives.+Series+13,++RUC/PSNI.+&f.mods_subject_ms.facet.limit=8} hits=127 status=0 QTime=6 
3343123 [qtp802758144-16] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Bobbie+Hanvey+Photographic+Archives.+Series+13,++RUC/PSNI.+&f.mods_subject_ms.facet.limit=8} hits=127 status=0 QTime=150 
3552066 [qtp802758144-15] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Bobbie+Hanvey+Photographic+Archives.+Series+13,++RUC/PSNI.+&f.mods_subject_ms.facet.limit=8} hits=127 status=0 QTime=48 
3570132 [qtp802758144-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=40 
3572986 [qtp802758144-14] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}The+Robert+E.+Brooker+III+Collection+of+American+Legal+and+Land+Use+Documents,+1716-1930&f.mods_subject_ms.facet.limit=8} hits=1987 status=0 QTime=32 
3718340 [qtp802758144-15] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}The+Robert+E.+Brooker+III+Collection+of+American+Legal+and+Land+Use+Documents,+1716-1930&f.mods_subject_ms.facet.limit=8} hits=1987 status=0 QTime=58 
3726074 [qtp802758144-12] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:210056&qt=document&wt=ruby} hits=1 status=0 QTime=33 
