0    [main] INFO  org.eclipse.jetty.server.Server  – jetty-8.1.10.v20130312
60   [main] INFO  org.eclipse.jetty.deploy.providers.ScanningAppProvider  – Deployment monitor /var/www/blacklight/search_app/jetty/contexts at interval 0
75   [main] INFO  org.eclipse.jetty.deploy.DeploymentManager  – Deployable added: /var/www/blacklight/search_app/jetty/contexts/solr.xml
2899 [main] INFO  org.eclipse.jetty.webapp.StandardDescriptorProcessor  – NO JSP Support for /solr, did not find org.apache.jasper.servlet.JspServlet
4741505 [qtp802758144-15] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=22 
4749152 [qtp802758144-12] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=21&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_era_facet_ms.facet.offset=0&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=0} hits=5049 status=0 QTime=3 
4760603 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_era_facet_ms}1872-2012&f.mods_subject_ms.facet.limit=8} hits=121 status=0 QTime=12 
4764738 [qtp802758144-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:442537&qt=document&wt=ruby} hits=1 status=0 QTime=2 
4764760 [qtp802758144-18] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_era_facet_ms}1872-2012&f.mods_subject_ms.facet.limit=8} hits=121 status=0 QTime=2 
4773906 [qtp802758144-14] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=18 
4774708 [qtp802758144-17] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=21 
4781976 [qtp802758144-16] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=21&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_era_facet_ms.facet.offset=0&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=0} hits=5049 status=0 QTime=3 
4782417 [qtp802758144-15] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_era_facet_ms}1980-1995&f.mods_subject_ms.facet.limit=8} hits=136 status=0 QTime=26 
4785264 [qtp802758144-12] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:225264&qt=document&wt=ruby} hits=1 status=0 QTime=3 
4785292 [qtp802758144-11] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_era_facet_ms}1980-1995&f.mods_subject_ms.facet.limit=8} hits=136 status=0 QTime=9 
4805402 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&start=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_era_facet_ms}1980-1995&f.mods_subject_ms.facet.limit=8} hits=136 status=0 QTime=13 
4809431 [qtp802758144-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&start=30&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_era_facet_ms}1980-1995&f.mods_subject_ms.facet.limit=8} hits=136 status=0 QTime=12 
4813236 [qtp802758144-18] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&start=60&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_era_facet_ms}1980-1995&f.mods_subject_ms.facet.limit=8} hits=136 status=0 QTime=20 
4820321 [qtp802758144-14] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&start=90&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_era_facet_ms}1980-1995&f.mods_subject_ms.facet.limit=8} hits=136 status=0 QTime=18 
4822010 [qtp802758144-17] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_era_facet_ms}1872-2012&f.mods_subject_ms.facet.limit=8} hits=121 status=0 QTime=18 
4824925 [qtp802758144-16] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&start=120&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_era_facet_ms}1980-1995&f.mods_subject_ms.facet.limit=8} hits=136 status=0 QTime=15 
4836561 [qtp802758144-15] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&start=130&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_era_facet_ms}1980-1995&f.mods_subject_ms.facet.limit=8} hits=136 status=0 QTime=33 
4856651 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=22 
4858536 [qtp802758144-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=13 
4866154 [qtp802758144-18] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Bobbie+Hanvey+Photographic+Archives.+Series+6,++Ordinary+Life+During+the+Troubles.+&f.mods_subject_ms.facet.limit=8} hits=144 status=0 QTime=12 
4869821 [qtp802758144-14] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:424057&qt=document&wt=ruby} hits=1 status=0 QTime=1 
4869838 [qtp802758144-17] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Bobbie+Hanvey+Photographic+Archives.+Series+6,++Ordinary+Life+During+the+Troubles.+&f.mods_subject_ms.facet.limit=8} hits=144 status=0 QTime=2 
4893285 [qtp802758144-15] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:226399&qt=document&wt=ruby} hits=1 status=0 QTime=3 
4893325 [qtp802758144-12] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=3&fl=*&start=128&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_era_facet_ms}1980-1995&f.mods_subject_ms.facet.limit=8} hits=136 status=0 QTime=4 
4977569 [qtp802758144-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&start=120&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_era_facet_ms}1980-1995&f.mods_subject_ms.facet.limit=8} hits=136 status=0 QTime=16 
5066992 [qtp802758144-15] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&q=history&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_era_facet_ms}1980-1995&f.mods_subject_ms.facet.limit=8} hits=3 status=0 QTime=50 
5069949 [qtp802758144-12] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:226204&qt=document&wt=ruby} hits=1 status=0 QTime=1 
5069980 [qtp802758144-11] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&q=history&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_era_facet_ms}1980-1995&f.mods_subject_ms.facet.limit=8} hits=3 status=0 QTime=9 
5103038 [qtp802758144-18] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:226918&qt=document&wt=ruby} hits=1 status=0 QTime=3 
5103079 [qtp802758144-14] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=3&fl=*&start=119&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_era_facet_ms}1980-1995&f.mods_subject_ms.facet.limit=8} hits=136 status=0 QTime=3 
5183809 [qtp802758144-16] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Bobbie+Hanvey+Photographic+Archives.+Series+6,++Ordinary+Life+During+the+Troubles.+&f.mods_subject_ms.facet.limit=8} hits=144 status=0 QTime=11 
5194727 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:424057&qt=document&wt=ruby} hits=1 status=0 QTime=2 
5194824 [qtp802758144-19] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=false&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=2&fl=*&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}Bobbie+Hanvey+Photographic+Archives.+Series+6,++Ordinary+Life+During+the+Troubles.+&f.mods_subject_ms.facet.limit=8} hits=144 status=0 QTime=2 
5208238 [qtp802758144-18] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&qt=search&wt=ruby&f.mods_subject_ms.facet.limit=8&rows=10} hits=5049 status=0 QTime=12 
5210745 [qtp802758144-14] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={f.mods_era_facet_ms.facet.limit=8&facet=true&sort=score+desc,+mods_keydate_sort+desc,mods_titleInfo_usage_primary_title_sort+asc&f.mods_date_facet_ms.facet.limit=8&hl.fl=mods_titleInfo_usage_primary_title_ms&wt=ruby&f.mods_relatedItem_type_host_collectionFacet_ms.facet.limit=11&rows=10&f.mods_places_ms.facet.limit=8&f.mods_format_normalized_ms.facet.limit=8&facet.field=mods_relatedItem_type_host_collectionFacet_ms&facet.field=mods_format_normalized_ms&facet.field=mods_subject_ms&facet.field=mods_places_ms&facet.field=mods_date_facet_ms&facet.field=mods_era_facet_ms&qt=search&fq={!raw+f%3Dmods_relatedItem_type_host_collectionFacet_ms}The+Robert+E.+Brooker+III+Collection+of+American+Legal+and+Land+Use+Documents,+1716-1930&f.mods_subject_ms.facet.limit=8} hits=1987 status=0 QTime=26 
5250079 [qtp802758144-13] INFO  org.apache.solr.core.SolrCore  – [blacklight-core] webapp=/solr path=/select params={id=oai:dcollections.bc.edu:510318&qt=document&wt=ruby} hits=1 status=0 QTime=3 
